PMID,Authors,RCR
25530442,GBD 2013 Mortality and Causes of Death Collaborators,272.34
24880830,Marie Ng; Tom Fleming; Margaret Robinson; Blake Thomson; Nicholas Graetz; Christopher Margono; Erin C Mullany; Stan Biryukov; Cristiana Abbafati; Semaw Ferede Abera; Jerry P Abraham; Niveen M E Abu-Rmeileh; Tom Achoki; Fadia S AlBuhairan; Zewdie A Alemu; Rafael Alfonso; Mohammed K Ali; Raghib Ali; Nelson Alvis Guzman; Walid Ammar; Palwasha Anwari; Amitava Banerjee; Simon Barquera; Sanjay Basu; Derrick A Bennett; Zulfiqar Bhutta; Jed Blore; Norberto Cabral; Ismael Campos Nonato; Jung-Chen Chang; Rajiv Chowdhury; Karen J Courville; Michael H Criqui; David K Cundiff; Kaustubh C Dabhadkar; Lalit Dandona; Adrian Davis; Anand Dayama; Samath D Dharmaratne; Eric L Ding; Adnan M Durrani; Alireza Esteghamati; Farshad Farzadfar; Derek F J Fay; Valery L Feigin; Abraham Flaxman; Mohammad H Forouzanfar; Atsushi Goto; Mark A Green; Rajeev Gupta; Nima Hafezi-Nejad; Graeme J Hankey; Heather C Harewood; Rasmus Havmoeller; Simon Hay; Lucia Hernandez; Abdullatif Husseini; Bulat T Idrisov; Nayu Ikeda; Farhad Islami; Eiman Jahangir; Simerjot K Jassal; Sun Ha Jee; Mona Jeffreys; Jost B Jonas; Edmond K Kabagambe; Shams Eldin Ali Hassan Khalifa; Andre Pascal Kengne; Yousef Saleh Khader; Young-Ho Khang; Daniel Kim; Ruth W Kimokoti; Jonas M Kinge; Yoshihiro Kokubo; Soewarta Kosen; Gene Kwan; Taavi Lai; Mall Leinsalu; Yichong Li; Xiaofeng Liang; Shiwei Liu; Giancarlo Logroscino; Paulo A Lotufo; Yuan Lu; Jixiang Ma; Nana Kwaku Mainoo; George A Mensah; Tony R Merriman; Ali H Mokdad; Joanna Moschandreas; Mohsen Naghavi; Aliya Naheed; Devina Nand; K M Venkat Narayan; Erica Leigh Nelson; Marian L Neuhouser; Muhammad Imran Nisar; Takayoshi Ohkubo; Samuel O Oti; Andrea Pedroza; Dorairaj Prabhakaran; Nobhojit Roy; Uchechukwu Sampson; Hyeyoung Seo; Sadaf G Sepanlou; Kenji Shibuya; Rahman Shiri; Ivy Shiue; Gitanjali M Singh; Jasvinder A Singh; Vegard Skirbekk; Nicolas J C Stapelberg; Lela Sturua; Bryan L Sykes; Martin Tobias; Bach X Tran; Leonardo Trasande; Hideaki Toyoshima; Steven van de Vijver; Tommi J Vasankari; J Lennert Veerman; Gustavo Velasquez-Melendez; Vasiliy Victorovich Vlassov; Stein Emil Vollset; Theo Vos; Claire Wang; XiaoRong Wang; Elisabete Weiderpass; Andrea Werdecker; Jonathan L Wright; Y Claire Yang; Hiroshi Yatsuya; Jihyun Yoon; Seok-Jun Yoon; Yong Zhao; Maigeng Zhou; Shankuan Zhu; Alan D Lopez; Christopher J L Murray; Emmanuela Gakidou,268.05
23245608,Christopher J L Murray; Theo Vos; Rafael Lozano; Mohsen Naghavi; Abraham D Flaxman; Catherine Michaud; Majid Ezzati; Kenji Shibuya; Joshua A Salomon; Safa Abdalla; Victor Aboyans; Jerry Abraham; Ilana Ackerman; Rakesh Aggarwal; Stephanie Y Ahn; Mohammed K Ali; Mohammad A AlMazroa; Miriam Alvarado; H Ross Anderson; Laurie M Anderson; Kathryn G Andrews; Charles Atkinson; Larry M Baddour; Adil N Bahalim; Suzanne Barker-Collo; Lope H Barrero; David H Bartels; Maria-Gloria Basáñez; Amanda Baxter; Michelle L Bell; Emelia J Benjamin; Derrick Bennett; Eduardo Bernabé; Kavi Bhalla; Bishal Bhandari; Boris Bikbov; Aref Bin Abdulhak; Gretchen Birbeck; James A Black; Hannah Blencowe; Jed D Blore; Fiona Blyth; Ian Bolliger; Audrey Bonaventure; Soufiane Boufous; Rupert Bourne; Michel Boussinesq; Tasanee Braithwaite; Carol Brayne; Lisa Bridgett; Simon Brooker; Peter Brooks; Traolach S Brugha; Claire Bryan-Hancock; Chiara Bucello; Rachelle Buchbinder; Geoffrey Buckle; Christine M Budke; Michael Burch; Peter Burney; Roy Burstein; Bianca Calabria; Benjamin Campbell; Charles E Canter; Hélène Carabin; Jonathan Carapetis; Loreto Carmona; Claudia Cella; Fiona Charlson; Honglei Chen; Andrew Tai-Ann Cheng; David Chou; Sumeet S Chugh; Luc E Coffeng; Steven D Colan; Samantha Colquhoun; K Ellicott Colson; John Condon; Myles D Connor; Leslie T Cooper; Matthew Corriere; Monica Cortinovis; Karen Courville de Vaccaro; William Couser; Benjamin C Cowie; Michael H Criqui; Marita Cross; Kaustubh C Dabhadkar; Manu Dahiya; Nabila Dahodwala; James Damsere-Derry; Goodarz Danaei; Adrian Davis; Diego De Leo; Louisa Degenhardt; Robert Dellavalle; Allyne Delossantos; Julie Denenberg; Sarah Derrett; Don C Des Jarlais; Samath D Dharmaratne; Mukesh Dherani; Cesar Diaz-Torne; Helen Dolk; E Ray Dorsey; Tim Driscoll; Herbert Duber; Beth Ebel; Karen Edmond; Alexis Elbaz; Suad Eltahir Ali; Holly Erskine; Patricia J Erwin; Patricia Espindola; Stalin E Ewoigbokhan; Farshad Farzadfar; Valery Feigin; David T Felson; Alize Ferrari; Cleusa P Ferri; Eric M Fèvre; Mariel M Finucane; Seth Flaxman; Louise Flood; Kyle Foreman; Mohammad H Forouzanfar; Francis Gerry R Fowkes; Marlene Fransen; Michael K Freeman; Belinda J Gabbe; Sherine E Gabriel; Emmanuela Gakidou; Hammad A Ganatra; Bianca Garcia; Flavio Gaspari; Richard F Gillum; Gerhard Gmel; Diego Gonzalez-Medina; Richard Gosselin; Rebecca Grainger; Bridget Grant; Justina Groeger; Francis Guillemin; David Gunnell; Ramyani Gupta; Juanita Haagsma; Holly Hagan; Yara A Halasa; Wayne Hall; Diana Haring; Josep Maria Haro; James E Harrison; Rasmus Havmoeller; Roderick J Hay; Hideki Higashi; Catherine Hill; Bruno Hoen; Howard Hoffman; Peter J Hotez; Damian Hoy; John J Huang; Sydney E Ibeanusi; Kathryn H Jacobsen; Spencer L James; Deborah Jarvis; Rashmi Jasrasaria; Sudha Jayaraman; Nicole Johns; Jost B Jonas; Ganesan Karthikeyan; Nicholas Kassebaum; Norito Kawakami; Andre Keren; Jon-Paul Khoo; Charles H King; Lisa Marie Knowlton; Olive Kobusingye; Adofo Koranteng; Rita Krishnamurthi; Francine Laden; Ratilal Lalloo; Laura L Laslett; Tim Lathlean; Janet L Leasher; Yong Yi Lee; James Leigh; Daphna Levinson; Stephen S Lim; Elizabeth Limb; John Kent Lin; Michael Lipnick; Steven E Lipshultz; Wei Liu; Maria Loane; Summer Lockett Ohno; Ronan Lyons; Jacqueline Mabweijano; Michael F MacIntyre; Reza Malekzadeh; Leslie Mallinger; Sivabalan Manivannan; Wagner Marcenes; Lyn March; David J Margolis; Guy B Marks; Robin Marks; Akira Matsumori; Richard Matzopoulos; Bongani M Mayosi; John H McAnulty; Mary M McDermott; Neil McGill; John McGrath; Maria Elena Medina-Mora; Michele Meltzer; Ziad A Memish; George A Mensah; Tony R Merriman; Ana-Claire Meyer; Valeria Miglioli; Matthew Miller; Ted R Miller; Philip B Mitchell; Charles Mock; Ana Olga Mocumbi; Terrie E Moffitt; Ali A Mokdad; Lorenzo Monasta; Marcella Montico; Maziar Moradi-Lakeh; Andrew Moran; Lidia Morawska; Rintaro Mori; Michele E Murdoch; Michael K Mwaniki; Kovin Naidoo; M Nathan Nair; Luigi Naldi; K M Venkat Narayan; Paul K Nelson; Robert G Nelson; Michael C Nevitt; Charles R Newton; Sandra Nolte; Paul Norman; Rosana Norman; Martin O'Donnell; Simon O'Hanlon; Casey Olives; Saad B Omer; Katrina Ortblad; Richard Osborne; Doruk Ozgediz; Andrew Page; Bishnu Pahari; Jeyaraj Durai Pandian; Andrea Panozo Rivero; Scott B Patten; Neil Pearce; Rogelio Perez Padilla; Fernando Perez-Ruiz; Norberto Perico; Konrad Pesudovs; David Phillips; Michael R Phillips; Kelsey Pierce; Sébastien Pion; Guilherme V Polanczyk; Suzanne Polinder; C Arden Pope; Svetlana Popova; Esteban Porrini; Farshad Pourmalek; Martin Prince; Rachel L Pullan; Kapa D Ramaiah; Dharani Ranganathan; Homie Razavi; Mathilda Regan; Jürgen T Rehm; David B Rein; Guiseppe Remuzzi; Kathryn Richardson; Frederick P Rivara; Thomas Roberts; Carolyn Robinson; Felipe Rodriguez De Leòn; Luca Ronfani; Robin Room; Lisa C Rosenfeld; Lesley Rushton; Ralph L Sacco; Sukanta Saha; Uchechukwu Sampson; Lidia Sanchez-Riera; Ella Sanman; David C Schwebel; James Graham Scott; Maria Segui-Gomez; Saeid Shahraz; Donald S Shepard; Hwashin Shin; Rupak Shivakoti; Donald Silberberg; David Singh; Gitanjali M Singh; Jasvinder A Singh; Jessica Singleton; David A Sleet; Karen Sliwa; Emma Smith; Jennifer L Smith; Nicolas JC Stapelberg; Andrew Steer; Timothy Steiner; Wilma A Stolk; Lars Jacob Stovner; Christopher Sudfeld; Sana Syed; Giorgio Tamburlini; Mohammad Tavakkoli; Hugh R Taylor; Jennifer A Taylor; William J Taylor; Bernadette Thomas; W Murray Thomson; George D Thurston; Imad M Tleyjeh; Marcello Tonelli; Jeffrey A Towbin; Thomas Truelsen; Miltiadis K Tsilimbaris; Clotilde Ubeda; Eduardo A Undurraga; Marieke J van der Werf; Jim van Os; Monica S Vavilala; N Venketasubramanian; Mengru Wang; Wenzhi Wang; Kerrianne Watt; David J Weatherall; Martin A Weinstock; Robert Weintraub; Marc G Weisskopf; Myrna M Weissman; Richard A White; Harvey Whiteford; Natasha Wiebe; Steven T Wiersma; James D Wilkinson; Hywel C Williams; Sean RM Williams; Emma Witt; Frederick Wolfe; Anthony D Woolf; Sarah Wulf; Pon-Hsiu Yeh; Anita KM Zaidi; Zhi-Jie Zheng; David Zonies; Alan D Lopez,222.49
22955616,Ian Dunham; Anshul Kundaje; Shelley F. Aldred; Patrick J. Collins; Carrie A. Davis; Francis Doyle; Charles B. Epstein; Seth Frietze; Jennifer Harrow; Rajinder Kaul; Jainab Khatun; Bryan R. Lajoie; Stephen G. Landt; Bum-Kyu Lee; Florencia Pauli; Kate R. Rosenbloom; Peter Sabo; Alexias Safi; Amartya Sanyal; Noam Shoresh; Jeremy M. Simon; Lingyun Song; Nathan D. Trinklein; Robert C. Altshuler; Ewan Birney; James B. Brown; Chao Cheng; Sarah Djebali; Xianjun Dong; Ian Dunham; Jason Ernst; Terrence S. Furey; Mark Gerstein; Belinda Giardine; Melissa Greven; Ross C. Hardison; Robert S. Harris; Javier Herrero; Michael M. Hoffman; Sowmya Iyer; Manolis Kellis; Jainab Khatun; Pouya Kheradpour; Anshul Kundaje; Timo Lassmann; Qunhua Li; Xinying Lin; Georgi K. Marinov; Angelika Merkel; Ali Mortazavi; Stephen C. J. Parker; Timothy E. Reddy; Joel Rozowsky; Felix Schlesinger; Robert E. Thurman; Jie Wang; Lucas D. Ward; Troy W. Whitfield; Steven P. Wilder; Weisheng Wu; Hualin S. Xi; Kevin Y. Yip; Jiali Zhuang; Bradley E. Bernstein; Ewan Birney; Ian Dunham; Eric D. Green; Chris Gunter; Michael Snyder; Michael J. Pazin; Rebecca F. Lowdon; Laura A. L. Dillon; Leslie B. Adams; Caroline J. Kelly; Julia Zhang; Judith R. Wexler; Eric D. Green; Peter J. Good; Elise A. Feingold; Bradley E. Bernstein; Ewan Birney; Gregory E. Crawford; Job Dekker; Laura Elnitski; Peggy J. Farnham; Mark Gerstein; Morgan C. Giddings; Thomas R. Gingeras; Eric D. Green; Roderic Guigó; Ross C. Hardison; Timothy J. Hubbard; Manolis Kellis; W. James Kent; Jason D. Lieb; Elliott H. Margulies; Richard M. Myers; Michael Snyder; John A. Stamatoyannopoulos; Scott A. Tenenbaum; Zhiping Weng; Kevin P. White; Barbara Wold; Jainab Khatun; Yanbao Yu; John Wrobel; Brian A. Risk; Harsha P. Gunawardena; Heather C. Kuiper; Christopher W. Maier; Ling Xie; Xian Chen; Morgan C. Giddings; Bradley E. Bernstein; Charles B. Epstein; Noam Shoresh; Jason Ernst; Pouya Kheradpour; Tarjei S. Mikkelsen; Shawn Gillespie; Alon Goren; Oren Ram; Xiaolan Zhang; Li Wang; Robbyn Issner; Michael J. Coyne; Timothy Durham; Manching Ku; Thanh Truong; Lucas D. Ward; Robert C. Altshuler; Matthew L. Eaton; Manolis Kellis; Sarah Djebali; Carrie A. Davis; Angelika Merkel; Alex Dobin; Timo Lassmann; Ali Mortazavi; Andrea Tanzer; Julien Lagarde; Wei Lin; Felix Schlesinger; Chenghai Xue; Georgi K. Marinov; Jainab Khatun; Brian A. Williams; Chris Zaleski; Joel Rozowsky; Maik Röder; Felix Kokocinski; Rehab F. Abdelhamid; Tyler Alioto; Igor Antoshechkin; Michael T. Baer; Philippe Batut; Ian Bell; Kimberly Bell; Sudipto Chakrabortty; Xian Chen; Jacqueline Chrast; Joao Curado; Thomas Derrien; Jorg Drenkow; Erica Dumais; Jackie Dumais; Radha Duttagupta; Megan Fastuca; Kata Fejes-Toth; Pedro Ferreira; Sylvain Foissac; Melissa J. Fullwood; Hui Gao; David Gonzalez; Assaf Gordon; Harsha P. Gunawardena; Cédric Howald; Sonali Jha; Rory Johnson; Philipp Kapranov; Brandon King; Colin Kingswood; Guoliang Li; Oscar J. Luo; Eddie Park; Jonathan B. Preall; Kimberly Presaud; Paolo Ribeca; Brian A. Risk; Daniel Robyr; Xiaoan Ruan; Michael Sammeth; Kuljeet Singh Sandhu; Lorain Schaeffer; Lei-Hoon See; Atif Shahab; Jorgen Skancke; Ana Maria Suzuki; Hazuki Takahashi; Hagen Tilgner; Diane Trout; Nathalie Walters; Huaien Wang; John Wrobel; Yanbao Yu; Yoshihide Hayashizaki; Jennifer Harrow; Mark Gerstein; Timothy J. Hubbard; Alexandre Reymond; Stylianos E. Antonarakis; Gregory J. Hannon; Morgan C. Giddings; Yijun Ruan; Barbara Wold; Piero Carninci; Roderic Guigó; Thomas R. Gingeras; Kate R. Rosenbloom; Cricket A. Sloan; Katrina Learned; Venkat S. Malladi; Matthew C. Wong; Galt P. Barber; Melissa S. Cline; Timothy R. Dreszer; Steven G. Heitner; Donna Karolchik; W. James Kent; Vanessa M. Kirkup; Laurence R. Meyer; Jeffrey C. Long; Morgan Maddren; Brian J. Raney; Terrence S. Furey; Lingyun Song; Linda L. Grasfeder; Paul G. Giresi; Bum-Kyu Lee; Anna Battenhouse; Nathan C. Sheffield; Jeremy M. Simon; Kimberly A. Showers; Alexias Safi; Darin London; Akshay A. Bhinge; Christopher Shestak; Matthew R. Schaner; Seul Ki Kim; Zhuzhu Z. Zhang; Piotr A. Mieczkowski; Joanna O. Mieczkowska; Zheng Liu; Ryan M. McDaniell; Yunyun Ni; Naim U. Rashid; Min Jae Kim; Sheera Adar; Zhancheng Zhang; Tianyuan Wang; Deborah Winter; Damian Keefe; Ewan Birney; Vishwanath R. Iyer; Jason D. Lieb; Gregory E. Crawford; Guoliang Li; Kuljeet Singh Sandhu; Meizhen Zheng; Ping Wang; Oscar J. Luo; Atif Shahab; Melissa J. Fullwood; Xiaoan Ruan; Yijun Ruan; Richard M. Myers; Florencia Pauli; Brian A. Williams; Jason Gertz; Georgi K. Marinov; Timothy E. Reddy; Jost Vielmetter; E. Partridge; Diane Trout; Katherine E. Varley; Clarke Gasper; Anita Bansal; Shirley Pepke; Preti Jain; Henry Amrhein; Kevin M. Bowling; Michael Anaya; Marie K. Cross; Brandon King; Michael A. Muratet; Igor Antoshechkin; Kimberly M. Newberry; Kenneth McCue; Amy S. Nesmith; Katherine I. Fisher-Aylor; Barbara Pusey; Gilberto DeSalvo; Stephanie L. Parker; Sreeram Balasubramanian; Nicholas S. Davis; Sarah K. Meadows; Tracy Eggleston; Chris Gunter; J. Scott Newberry; Shawn E. Levy; Devin M. Absher; Ali Mortazavi; Wing H. Wong; Barbara Wold; Matthew J. Blow; Axel Visel; Len A. Pennachio; Laura Elnitski; Elliott H. Margulies; Stephen C. J. Parker; Hanna M. Petrykowska; Alexej Abyzov; Bronwen Aken; Daniel Barrell; Gemma Barson; Andrew Berry; Alexandra Bignell; Veronika Boychenko; Giovanni Bussotti; Jacqueline Chrast; Claire Davidson; Thomas Derrien; Gloria Despacio-Reyes; Mark Diekhans; Iakes Ezkurdia; Adam Frankish; James Gilbert; Jose Manuel Gonzalez; Ed Griffiths; Rachel Harte; David A. Hendrix; Cédric Howald; Toby Hunt; Irwin Jungreis; Mike Kay; Ekta Khurana; Felix Kokocinski; Jing Leng; Michael F. Lin; Jane Loveland; Zhi Lu; Deepa Manthravadi; Marco Mariotti; Jonathan Mudge; Gaurab Mukherjee; Cedric Notredame; Baikang Pei; Jose Manuel Rodriguez; Gary Saunders; Andrea Sboner; Stephen Searle; Cristina Sisu; Catherine Snow; Charlie Steward; Andrea Tanzer; Electra Tapanari; Michael L. Tress; Marijke J. van Baren; Nathalie Walters; Stefan Washietl; Laurens Wilming; Amonida Zadissa; Zhengdong Zhang; Michael Brent; David Haussler; Manolis Kellis; Alfonso Valencia; Mark Gerstein; Alexandre Reymond; Roderic Guigó; Jennifer Harrow; Timothy J. Hubbard; Stephen G. Landt; Seth Frietze; Alexej Abyzov; Nick Addleman; Roger P. Alexander; Raymond K. Auerbach; Suganthi Balasubramanian; Keith Bettinger; Nitin Bhardwaj; Alan P. Boyle; Alina R. Cao; Philip Cayting; Alexandra Charos; Yong Cheng; Chao Cheng; Catharine Eastman; Ghia Euskirchen; Joseph D. Fleming; Fabian Grubert; Lukas Habegger; Manoj Hariharan; Arif Harmanci; Sushma Iyengar; Victor X. Jin; Konrad J. Karczewski; Maya Kasowski; Phil Lacroute; Hugo Lam; Nathan Lamarre-Vincent; Jing Leng; Jin Lian; Marianne Lindahl-Allen; Renqiang Min; Benoit Miotto; Hannah Monahan; Zarmik Moqtaderi; Xinmeng J. Mu; Henriette O’Geen; Zhengqing Ouyang; Dorrelyn Patacsil; Baikang Pei; Debasish Raha; Lucia Ramirez; Brian Reed; Joel Rozowsky; Andrea Sboner; Minyi Shi; Cristina Sisu; Teri Slifer; Heather Witt; Linfeng Wu; Xiaoqin Xu; Koon-Kiu Yan; Xinqiong Yang; Kevin Y. Yip; Zhengdong Zhang; Kevin Struhl; Sherman M. Weissman; Mark Gerstein; Peggy J. Farnham; Michael Snyder; Scott A. Tenenbaum; Luiz O. Penalva; Francis Doyle; Subhradip Karmakar; Stephen G. Landt; Raj R. Bhanvadia; Alina Choudhury; Marc Domanus; Lijia Ma; Jennifer Moran; Dorrelyn Patacsil; Teri Slifer; Alec Victorsen; Xinqiong Yang; Michael Snyder; Kevin P. White; Thomas Auer; Lazaro Centanin; Michael Eichenlaub; Franziska Gruhl; Stephan Heermann; Burkhard Hoeckendorf; Daigo Inoue; Tanja Kellner; Stephan Kirchmaier; Claudia Mueller; Robert Reinhardt; Lea Schertel; Stephanie Schneider; Rebecca Sinn; Beate Wittbrodt; Jochen Wittbrodt; Zhiping Weng; Troy W. Whitfield; Jie Wang; Patrick J. Collins; Shelley F. Aldred; Nathan D. Trinklein; E. Christopher Partridge; Richard M. Myers; Job Dekker; Gaurav Jain; Bryan R. Lajoie; Amartya Sanyal; Gayathri Balasundaram; Daniel L. Bates; Rachel Byron; Theresa K. Canfield; Morgan J. Diegel; Douglas Dunn; Abigail K. Ebersol; Tristan Frum; Kavita Garg; Erica Gist; R. Scott Hansen; Lisa Boatman; Eric Haugen; Richard Humbert; Gaurav Jain; Audra K. Johnson; Ericka M. Johnson; Tattyana V. Kutyavin; Bryan R. Lajoie; Kristen Lee; Dimitra Lotakis; Matthew T. Maurano; Shane J. Neph; Fiedencio V. Neri; Eric D. Nguyen; Hongzhu Qu; Alex P. Reynolds; Vaughn Roach; Eric Rynes; Peter Sabo; Minerva E. Sanchez; Richard S. Sandstrom; Amartya Sanyal; Anthony O. Shafer; Andrew B. Stergachis; Sean Thomas; Robert E. Thurman; Benjamin Vernot; Jeff Vierstra; Shinny Vong; Hao Wang; Molly A. Weaver; Yongqi Yan; Miaohua Zhang; Joshua M. Akey; Michael Bender; Michael O. Dorschner; Mark Groudine; Michael J. MacCoss; Patrick Navas; George Stamatoyannopoulos; Rajinder Kaul; Job Dekker; John A. Stamatoyannopoulos; Ian Dunham; Kathryn Beal; Alvis Brazma; Paul Flicek; Javier Herrero; Nathan Johnson; Damian Keefe; Margus Lukk; Nicholas M. Luscombe; Daniel Sobral; Juan M. Vaquerizas; Steven P. Wilder; Serafim Batzoglou; Arend Sidow; Nadine Hussami; Sofia Kyriazopoulou-Panagiotopoulou; Max W. Libbrecht; Marc A. Schaub; Anshul Kundaje; Ross C. Hardison; Webb Miller; Belinda Giardine; Robert S. Harris; Weisheng Wu; Peter J. Bickel; Balazs Banfai; Nathan P. Boley; James B. Brown; Haiyan Huang; Qunhua Li; Jingyi Jessica Li; William Stafford Noble; Jeffrey A. Bilmes; Orion J. Buske; Michael M. Hoffman; Avinash D. Sahu; Peter V. Kharchenko; Peter J. Park; Dannon Baker; James Taylor; Zhiping Weng; Sowmya Iyer; Xianjun Dong; Melissa Greven; Xinying Lin; Jie Wang; Hualin S. Xi; Jiali Zhuang; Mark Gerstein; Roger P. Alexander; Suganthi Balasubramanian; Chao Cheng; Arif Harmanci; Lucas Lochovsky; Renqiang Min; Xinmeng J. Mu; Joel Rozowsky; Koon-Kiu Yan; Kevin Y. Yip; Ewan Birney,221.38
